id,season,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,venue,city,stage
1,2008,KKR,RCB,RCB,field,KKR,140,0,M Chinnaswamy Stadium,Bangalore,Unknown
2,2008,CSK,PBKS,CSK,bat,CSK,33,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
3,2008,RR,DC,RR,bat,DC,0,9,Feroz Shah Kotla,Delhi,Unknown
4,2008,MI,RCB,MI,bat,RCB,0,5,Wankhede Stadium,Mumbai,Unknown
5,2008,DC_OLD,KKR,DC_OLD,bat,KKR,0,5,Eden Gardens,Kolkata,Unknown
6,2008,PBKS,RR,PBKS,bat,RR,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
7,2008,DC_OLD,DC,DC_OLD,bat,DC,0,9,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
8,2008,CSK,MI,MI,field,CSK,6,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
9,2008,DC_OLD,RR,RR,field,RR,0,3,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
10,2008,PBKS,MI,MI,field,PBKS,66,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
11,2008,RCB,RR,RR,field,RR,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
12,2008,KKR,CSK,KKR,bat,CSK,0,9,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
13,2008,MI,DC_OLD,DC_OLD,field,DC_OLD,0,10,Dr DY Patil Sports Academy,Mumbai,Unknown
14,2008,DC,PBKS,DC,bat,PBKS,0,4,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
15,2008,CSK,RCB,CSK,bat,CSK,13,0,M Chinnaswamy Stadium,Bangalore,Unknown
16,2008,KKR,MI,KKR,bat,MI,0,7,Eden Gardens,Kolkata,Unknown
17,2008,DC,RCB,RCB,field,DC,10,0,Feroz Shah Kotla,Delhi,Unknown
18,2008,DC_OLD,PBKS,PBKS,field,PBKS,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
19,2008,RR,KKR,RR,bat,RR,45,0,Sawai Mansingh Stadium,Jaipur,Unknown
20,2008,CSK,DC,CSK,bat,DC,0,8,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
21,2008,PBKS,KKR,PBKS,bat,PBKS,9,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
22,2008,RCB,DC_OLD,DC_OLD,field,RCB,3,0,M Chinnaswamy Stadium,Bangalore,Unknown
23,2008,MI,DC,DC,field,MI,29,0,Dr DY Patil Sports Academy,Mumbai,Unknown
24,2008,CSK,RR,CSK,bat,RR,0,8,Sawai Mansingh Stadium,Jaipur,Unknown
25,2008,RCB,PBKS,PBKS,field,PBKS,0,6,M Chinnaswamy Stadium,Bangalore,Unknown
26,2008,CSK,DC_OLD,DC_OLD,field,DC_OLD,0,7,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
27,2008,RR,MI,MI,field,MI,0,7,Dr DY Patil Sports Academy,Mumbai,Unknown
28,2008,DC,CSK,CSK,field,CSK,0,4,Feroz Shah Kotla,Delhi,Unknown
29,2008,KKR,RCB,KKR,bat,KKR,5,0,Eden Gardens,Kolkata,Unknown
30,2008,DC_OLD,RR,RR,field,RR,0,8,Sawai Mansingh Stadium,Jaipur,Unknown
31,2008,CSK,PBKS,PBKS,field,CSK,18,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
32,2008,KKR,DC_OLD,KKR,bat,KKR,23,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
33,2008,DC,RR,RR,field,RR,0,3,Sawai Mansingh Stadium,Jaipur,Unknown
34,2008,RCB,PBKS,RCB,bat,PBKS,0,9,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
35,2008,KKR,DC,KKR,bat,KKR,23,0,Eden Gardens,Kolkata,Unknown
36,2008,CSK,MI,MI,field,MI,0,9,Wankhede Stadium,Mumbai,Unknown
37,2008,DC,DC_OLD,DC_OLD,field,DC,12,0,Feroz Shah Kotla,Delhi,Unknown
38,2008,KKR,MI,MI,field,MI,0,8,Wankhede Stadium,Mumbai,Unknown
39,2008,DC,PBKS,DC,bat,PBKS,6,0,Feroz Shah Kotla,Delhi,Unknown
40,2008,RR,RCB,RCB,field,RR,65,0,Sawai Mansingh Stadium,Jaipur,Unknown
41,2008,MI,DC_OLD,DC_OLD,field,MI,25,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
42,2008,KKR,CSK,KKR,bat,CSK,3,0,Eden Gardens,Kolkata,Unknown
43,2008,RCB,DC,DC,field,DC,0,5,M Chinnaswamy Stadium,Bangalore,Unknown
44,2008,KKR,RR,RR,field,RR,0,6,Eden Gardens,Kolkata,Unknown
45,2008,PBKS,MI,MI,field,PBKS,1,0,Wankhede Stadium,Mumbai,Unknown
46,2008,RCB,CSK,RCB,bat,RCB,14,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
47,2008,DC_OLD,PBKS,PBKS,field,PBKS,0,6,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
48,2008,MI,DC,DC,field,DC,0,5,Feroz Shah Kotla,Delhi,Unknown
49,2008,RR,CSK,RR,bat,RR,10,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
50,2008,DC_OLD,RCB,DC_OLD,bat,RCB,0,5,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
51,2008,PBKS,KKR,PBKS,bat,KKR,0,3,Eden Gardens,Kolkata,Unknown
52,2008,MI,RR,RR,field,RR,0,5,Sawai Mansingh Stadium,Jaipur,Unknown
53,2008,DC_OLD,CSK,DC_OLD,bat,CSK,0,7,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
54,2008,RCB,MI,MI,field,MI,0,9,M Chinnaswamy Stadium,Bangalore,Unknown
55,2008,PBKS,RR,RR,field,PBKS,41,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
56,2008,RR,DC,DC,field,RR,105,0,Wankhede Stadium,Mumbai,Semi Final
57,2008,PBKS,CSK,PBKS,bat,CSK,0,9,Wankhede Stadium,Mumbai,Semi Final
58,2008,CSK,RR,RR,field,RR,0,3,Dr DY Patil Sports Academy,Mumbai,Final
59,2009,MI,CSK,CSK,field,MI,19,0,Newlands,Cape Town,Unknown
60,2009,RCB,RR,RCB,bat,RCB,75,0,Newlands,Cape Town,Unknown
61,2009,PBKS,DC,DC,field,DC,0,10,Newlands,Cape Town,Unknown
62,2009,KKR,DC_OLD,KKR,bat,DC_OLD,0,8,Newlands,Cape Town,Unknown
63,2009,CSK,RCB,CSK,bat,CSK,92,0,St George's Park,Port Elizabeth,Unknown
64,2009,PBKS,KKR,KKR,field,KKR,11,0,Kingsmead,Durban,Unknown
65,2009,DC_OLD,RCB,DC_OLD,bat,DC_OLD,24,0,Newlands,Cape Town,Unknown
66,2009,DC,CSK,DC,bat,DC,9,0,Kingsmead,Durban,Unknown
67,2009,RCB,PBKS,RCB,bat,PBKS,0,7,Kingsmead,Durban,Unknown
68,2009,DC_OLD,MI,DC_OLD,bat,DC_OLD,12,0,Kingsmead,Durban,Unknown
69,2009,RCB,DC,RCB,bat,DC,0,6,St George's Park,Port Elizabeth,Unknown
70,2009,PBKS,RR,PBKS,bat,PBKS,27,0,Newlands,Cape Town,Unknown
71,2009,CSK,DC_OLD,DC_OLD,field,DC_OLD,0,6,Kingsmead,Durban,Unknown
72,2009,MI,KKR,MI,bat,MI,92,0,St George's Park,Port Elizabeth,Unknown
73,2009,DC,RR,DC,bat,RR,0,5,SuperSport Park,Centurion,Unknown
74,2009,KKR,RCB,KKR,bat,RCB,0,5,Kingsmead,Durban,Unknown
75,2009,PBKS,MI,PBKS,bat,PBKS,3,0,Kingsmead,Durban,Unknown
76,2009,DC_OLD,DC,DC,field,DC,0,6,SuperSport Park,Centurion,Unknown
77,2009,CSK,RR,RR,field,CSK,38,0,SuperSport Park,Centurion,Unknown
78,2009,MI,KKR,MI,bat,MI,9,0,Buffalo Park,East London,Unknown
79,2009,RCB,PBKS,RCB,bat,RCB,8,0,Kingsmead,Durban,Unknown
80,2009,DC_OLD,RR,DC_OLD,bat,RR,0,3,St George's Park,Port Elizabeth,Unknown
81,2009,CSK,DC,DC,field,CSK,18,0,New Wanderers Stadium,Johannesburg,Unknown
82,2009,KKR,PBKS,KKR,bat,PBKS,0,6,St George's Park,Port Elizabeth,Unknown
83,2009,MI,RCB,MI,bat,RCB,0,9,New Wanderers Stadium,Johannesburg,Unknown
84,2009,CSK,DC_OLD,CSK,bat,CSK,78,0,Buffalo Park,East London,Unknown
85,2009,RR,PBKS,PBKS,field,RR,78,0,Kingsmead,Durban,Unknown
86,2009,KKR,DC,KKR,bat,DC,0,9,Kingsmead,Durban,Unknown
87,2009,DC_OLD,MI,DC_OLD,bat,DC_OLD,19,0,SuperSport Park,Centurion,Unknown
88,2009,RCB,RR,RR,field,RR,0,7,SuperSport Park,Centurion,Unknown
89,2009,CSK,PBKS,CSK,bat,CSK,12,0,SuperSport Park,Centurion,Unknown
90,2009,MI,DC,MI,bat,DC,0,7,Buffalo Park,East London,Unknown
91,2009,DC_OLD,PBKS,PBKS,field,PBKS,0,3,De Beers Diamond Oval,Kimberley,Unknown
92,2009,RR,CSK,RR,bat,CSK,0,7,De Beers Diamond Oval,Kimberley,Unknown
93,2009,MI,RCB,MI,bat,MI,16,0,St George's Park,Port Elizabeth,Unknown
94,2009,KKR,DC,DC,field,DC,0,7,New Wanderers Stadium,Johannesburg,Unknown
95,2009,DC_OLD,RR,DC_OLD,bat,DC_OLD,53,0,De Beers Diamond Oval,Kimberley,Unknown
96,2009,KKR,RCB,RCB,field,RCB,0,6,SuperSport Park,Centurion,Unknown
97,2009,PBKS,MI,PBKS,bat,MI,0,8,SuperSport Park,Centurion,Unknown
98,2009,DC,DC_OLD,DC_OLD,field,DC,12,0,Kingsmead,Durban,Unknown
99,2009,CSK,RCB,CSK,bat,RCB,0,2,Kingsmead,Durban,Unknown
100,2009,RR,MI,RR,bat,RR,2,0,Kingsmead,Durban,Unknown
101,2009,DC,PBKS,PBKS,field,PBKS,0,6,OUTsurance Oval,Bloemfontein,Unknown
102,2009,MI,CSK,MI,bat,CSK,0,7,St George's Park,Port Elizabeth,Unknown
103,2009,KKR,DC_OLD,DC_OLD,field,DC_OLD,0,6,New Wanderers Stadium,Johannesburg,Unknown
104,2009,PBKS,DC_OLD,DC_OLD,field,PBKS,1,0,New Wanderers Stadium,Johannesburg,Unknown
105,2009,DC,RR,DC,bat,DC,14,0,OUTsurance Oval,Bloemfontein,Unknown
106,2009,CSK,KKR,CSK,bat,KKR,0,7,SuperSport Park,Centurion,Unknown
107,2009,DC,RCB,DC,bat,RCB,0,7,New Wanderers Stadium,Johannesburg,Unknown
108,2009,RR,KKR,KKR,field,KKR,0,4,Kingsmead,Durban,Unknown
109,2009,CSK,PBKS,CSK,bat,CSK,24,0,Kingsmead,Durban,Unknown
110,2009,MI,DC,DC,field,DC,0,4,SuperSport Park,Centurion,Unknown
111,2009,RCB,DC_OLD,RCB,bat,RCB,12,0,SuperSport Park,Centurion,Unknown
112,2009,DC,DC_OLD,DC_OLD,field,DC_OLD,0,6,SuperSport Park,Centurion,Semi Final
113,2009,CSK,RCB,RCB,field,RCB,0,6,New Wanderers Stadium,Johannesburg,Semi Final
114,2009,DC_OLD,RCB,RCB,field,DC_OLD,6,0,New Wanderers Stadium,Johannesburg,Final
115,2010,KKR,DC_OLD,DC_OLD,field,KKR,11,0,Dr DY Patil Sports Academy,Mumbai,Unknown
116,2010,MI,RR,MI,bat,MI,4,0,Brabourne Stadium,Mumbai,Unknown
117,2010,PBKS,DC,DC,field,DC,0,5,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
118,2010,RCB,KKR,KKR,field,KKR,0,7,Eden Gardens,Kolkata,Unknown
119,2010,DC_OLD,CSK,DC_OLD,bat,DC_OLD,31,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
120,2010,RR,DC,DC,field,DC,0,6,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
121,2010,PBKS,RCB,PBKS,bat,RCB,0,8,M Chinnaswamy Stadium,Bangalore,Unknown
122,2010,CSK,KKR,CSK,bat,CSK,55,0,Eden Gardens,Kolkata,Unknown
123,2010,MI,DC,DC,field,MI,98,0,Feroz Shah Kotla,Delhi,Unknown
124,2010,RR,RCB,RCB,field,RCB,0,10,M Chinnaswamy Stadium,Bangalore,Unknown
125,2010,DC,CSK,DC,bat,CSK,0,5,Feroz Shah Kotla,Delhi,Unknown
126,2010,DC_OLD,PBKS,PBKS,field,DC_OLD,6,0,Barabati Stadium,Cuttack,Unknown
127,2010,RR,KKR,RR,bat,RR,34,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
128,2010,MI,RCB,MI,bat,RCB,0,7,Brabourne Stadium,Mumbai,Unknown
129,2010,DC_OLD,DC,DC_OLD,bat,DC_OLD,10,0,Barabati Stadium,Cuttack,Unknown
130,2010,KKR,MI,KKR,bat,MI,0,7,Brabourne Stadium,Mumbai,Unknown
131,2010,RCB,CSK,CSK,field,RCB,36,0,M Chinnaswamy Stadium,Bangalore,Unknown
132,2010,RR,PBKS,PBKS,field,RR,31,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
133,2010,CSK,MI,MI,field,MI,0,5,"Brabourne Stadium, Mumbai",Mumbai,Unknown
134,2010,DC,RCB,RCB,field,DC,17,0,M Chinnaswamy Stadium,Bangalore,Unknown
135,2010,DC_OLD,RR,DC_OLD,bat,RR,0,8,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
136,2010,KKR,PBKS,KKR,bat,KKR,39,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
137,2010,RR,CSK,RR,bat,RR,17,0,"Sardar Patel Stadium, Motera",Ahmedabad,Unknown
138,2010,MI,DC_OLD,DC_OLD,field,MI,41,0,Dr DY Patil Sports Academy,Mumbai,Unknown
139,2010,DC,KKR,DC,bat,DC,40,0,Feroz Shah Kotla,Delhi,Unknown
140,2010,PBKS,MI,MI,field,MI,0,4,Brabourne Stadium,Mumbai,Unknown
141,2010,RCB,CSK,RCB,bat,CSK,0,5,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
142,2010,DC,RR,DC,bat,DC,67,0,Feroz Shah Kotla,Delhi,Unknown
143,2010,KKR,DC_OLD,KKR,bat,KKR,24,0,Eden Gardens,Kolkata,Unknown
144,2010,PBKS,RCB,PBKS,bat,RCB,0,6,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
145,2010,CSK,RR,CSK,bat,CSK,23,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
146,2010,MI,DC_OLD,MI,bat,MI,63,0,Brabourne Stadium,Mumbai,Unknown
147,2010,KKR,PBKS,KKR,bat,PBKS,0,8,Eden Gardens,Kolkata,Unknown
148,2010,DC,RCB,DC,bat,DC,37,0,Feroz Shah Kotla,Delhi,Unknown
149,2010,RR,DC_OLD,RR,bat,RR,2,0,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Unknown
150,2010,CSK,MI,CSK,bat,CSK,24,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
151,2010,PBKS,RR,PBKS,bat,RR,0,9,Sawai Mansingh Stadium,Jaipur,Unknown
152,2010,KKR,DC,KKR,bat,KKR,14,0,Eden Gardens,Kolkata,Unknown
153,2010,RCB,DC_OLD,DC_OLD,field,DC_OLD,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
154,2010,MI,PBKS,MI,bat,PBKS,0,6,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
155,2010,CSK,DC_OLD,CSK,bat,DC_OLD,0,6,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Unknown
156,2010,KKR,RCB,RCB,field,RCB,0,7,M Chinnaswamy Stadium,Bangalore,Unknown
157,2010,DC,PBKS,DC,bat,PBKS,0,7,Feroz Shah Kotla,Delhi,Unknown
158,2010,MI,RR,RR,field,MI,37,0,Sawai Mansingh Stadium,Jaipur,Unknown
159,2010,DC_OLD,RCB,RCB,field,DC_OLD,13,0,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Unknown
160,2010,MI,DC,MI,bat,MI,39,0,Brabourne Stadium,Mumbai,Unknown
161,2010,KKR,CSK,KKR,bat,CSK,0,9,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
162,2010,RR,RCB,RR,bat,RCB,0,5,Sawai Mansingh Stadium,Jaipur,Unknown
163,2010,CSK,DC,CSK,bat,DC,0,6,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
164,2010,PBKS,DC_OLD,DC_OLD,field,DC_OLD,0,5,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
165,2010,MI,RCB,RCB,field,MI,57,0,M Chinnaswamy Stadium,Bangalore,Unknown
166,2010,RR,KKR,RR,bat,KKR,0,8,Eden Gardens,Kolkata,Unknown
167,2010,PBKS,CSK,CSK,field,CSK,0,6,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
168,2010,DC_OLD,DC,DC_OLD,bat,DC_OLD,11,0,Feroz Shah Kotla,Delhi,Unknown
169,2010,MI,KKR,MI,bat,KKR,0,9,Eden Gardens,Kolkata,Unknown
170,2010,MI,RCB,MI,bat,MI,35,0,Dr DY Patil Sports Academy,Mumbai,Semi Final
171,2010,CSK,DC_OLD,CSK,bat,CSK,38,0,Dr DY Patil Sports Academy,Mumbai,Semi Final
172,2010,DC_OLD,RCB,DC_OLD,bat,RCB,0,9,Dr DY Patil Sports Academy,Mumbai,3rd Place Play-Off
173,2010,CSK,MI,CSK,bat,CSK,22,0,Dr DY Patil Sports Academy,Mumbai,Final
174,2011,CSK,KKR,CSK,bat,CSK,2,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
175,2011,DC_OLD,RR,RR,field,RR,0,8,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
176,2011,KTK,RCB,KTK,bat,RCB,0,6,Nehru Stadium,Kochi,Unknown
177,2011,DC,MI,DC,bat,MI,0,8,Feroz Shah Kotla,Delhi,Unknown
178,2011,PBKS,PW,PBKS,bat,PW,0,7,Dr DY Patil Sports Academy,Mumbai,Unknown
179,2011,KKR,DC_OLD,KKR,bat,KKR,9,0,Eden Gardens,Kolkata,Unknown
180,2011,DC,RR,DC,bat,RR,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
181,2011,RCB,MI,MI,field,MI,0,9,M Chinnaswamy Stadium,Bangalore,Unknown
182,2011,CSK,PBKS,PBKS,field,PBKS,0,6,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
183,2011,KTK,PW,KTK,bat,PW,0,4,Dr DY Patil Sports Academy,Mumbai,Unknown
184,2011,DC_OLD,RCB,RCB,field,DC_OLD,33,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
185,2011,RR,KKR,KKR,field,KKR,0,9,Sawai Mansingh Stadium,Jaipur,Unknown
186,2011,MI,KTK,KTK,field,KTK,0,8,Wankhede Stadium,Mumbai,Unknown
187,2011,CSK,RCB,CSK,bat,CSK,21,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
188,2011,DC_OLD,PBKS,PBKS,field,PBKS,0,8,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
189,2011,PW,DC,DC,field,DC,0,3,Dr DY Patil Sports Academy,Mumbai,Unknown
190,2011,RR,KKR,KKR,field,KKR,0,8,Eden Gardens,Kolkata,Unknown
191,2011,CSK,KTK,KTK,field,KTK,0,7,Nehru Stadium,Kochi,Unknown
192,2011,DC_OLD,DC,DC_OLD,bat,DC_OLD,16,0,Feroz Shah Kotla,Delhi,Unknown
193,2011,PW,MI,PW,bat,MI,0,7,Wankhede Stadium,Mumbai,Unknown
194,2011,KTK,KKR,KKR,field,KTK,6,0,Eden Gardens,Kolkata,Unknown
195,2011,PBKS,RR,RR,field,PBKS,48,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
196,2011,MI,CSK,CSK,field,MI,8,0,Wankhede Stadium,Mumbai,Unknown
197,2011,KKR,RCB,RCB,field,RCB,0,9,Eden Gardens,Kolkata,Unknown
198,2011,DC,PBKS,PBKS,field,DC,29,0,Feroz Shah Kotla,Delhi,Unknown
199,2011,MI,DC_OLD,DC_OLD,field,MI,37,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
200,2011,KTK,RR,RR,field,RR,0,8,Sawai Mansingh Stadium,Jaipur,Unknown
201,2011,CSK,PW,PW,field,CSK,25,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
202,2011,DC,RCB,RCB,field,RCB,0,3,Feroz Shah Kotla,Delhi,Unknown
203,2011,PW,CSK,PW,bat,CSK,0,8,Dr DY Patil Sports Academy,Mumbai,Unknown
204,2011,DC_OLD,KTK,KTK,field,DC_OLD,55,0,Nehru Stadium,Kochi,Unknown
205,2011,KKR,DC,DC,field,KKR,17,0,Feroz Shah Kotla,Delhi,Unknown
206,2011,MI,RR,RR,field,RR,0,7,Sawai Mansingh Stadium,Jaipur,Unknown
207,2011,RCB,PW,PW,field,RCB,26,0,M Chinnaswamy Stadium,Bangalore,Unknown
208,2011,DC,KTK,DC,bat,DC,38,0,Nehru Stadium,Kochi,Unknown
209,2011,PBKS,KKR,KKR,field,KKR,0,8,Eden Gardens,Kolkata,Unknown
210,2011,PW,RR,RR,field,RR,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
211,2011,CSK,DC_OLD,CSK,bat,CSK,19,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
212,2011,MI,PBKS,PBKS,field,MI,23,0,Wankhede Stadium,Mumbai,Unknown
213,2011,DC,KTK,KTK,field,KTK,0,7,Feroz Shah Kotla,Delhi,Unknown
214,2011,KKR,DC_OLD,DC_OLD,field,KKR,20,0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
215,2011,RR,CSK,RR,bat,CSK,0,8,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
216,2011,MI,PW,PW,field,MI,21,0,Dr DY Patil Sports Academy,Mumbai,Unknown
217,2011,KTK,KKR,KKR,field,KTK,17,0,Nehru Stadium,Kochi,Unknown
218,2011,DC_OLD,DC,DC,field,DC,0,4,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
219,2011,RCB,PBKS,PBKS,field,RCB,85,0,M Chinnaswamy Stadium,Bangalore,Unknown
220,2011,CSK,KKR,CSK,bat,KKR,10,0,Eden Gardens,Kolkata,Unknown
221,2011,MI,DC,DC,field,MI,32,0,Wankhede Stadium,Mumbai,Unknown
222,2011,KTK,RCB,KTK,bat,RCB,0,9,M Chinnaswamy Stadium,Bangalore,Unknown
223,2011,PBKS,PW,PBKS,bat,PW,0,5,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
224,2011,CSK,RR,RR,field,CSK,63,0,Sawai Mansingh Stadium,Jaipur,Unknown
225,2011,DC_OLD,PW,DC_OLD,bat,PW,0,6,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Unknown
226,2011,PBKS,MI,MI,field,PBKS,76,0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Unknown
227,2011,RR,RCB,RCB,field,RCB,0,9,Sawai Mansingh Stadium,Jaipur,Unknown
228,2011,CSK,DC,CSK,bat,CSK,18,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
229,2011,KTK,PBKS,PBKS,field,PBKS,0,6,Holkar Cricket Stadium,Indore,Unknown
230,2011,KKR,RCB,RCB,field,RCB,0,4,M Chinnaswamy Stadium,Bangalore,Unknown
231,2011,DC_OLD,MI,DC_OLD,bat,DC_OLD,10,0,Wankhede Stadium,Mumbai,Unknown
232,2011,PBKS,DC,DC,field,PBKS,29,0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
233,2011,RR,KTK,KTK,field,KTK,0,8,Holkar Cricket Stadium,Indore,Unknown
234,2011,PW,DC_OLD,DC_OLD,field,DC_OLD,0,6,Dr DY Patil Sports Academy,Mumbai,Unknown
235,2011,PBKS,RCB,PBKS,bat,PBKS,111,0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
236,2011,CSK,KTK,CSK,bat,CSK,11,0,"MA Chidambaram Stadium, Chepauk",Chennai,Unknown
237,2011,PW,KKR,KKR,field,KKR,0,7,Dr DY Patil Sports Academy,Mumbai,Unknown
238,2011,MI,RR,MI,bat,RR,0,10,Wankhede Stadium,Mumbai,Unknown
239,2011,DC_OLD,PBKS,PBKS,field,DC_OLD,82,0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Unknown
240,2011,CSK,RCB,RCB,field,RCB,0,8,M Chinnaswamy Stadium,Bangalore,Unknown
241,2011,KKR,MI,MI,field,MI,0,5,Eden Gardens,Kolkata,Unknown
242,2011,RCB,CSK,CSK,field,CSK,0,6,Wankhede Stadium,Mumbai,Qualifier 1
243,2011,KKR,MI,MI,field,MI,0,4,Wankhede Stadium,Mumbai,Elimination Final
244,2011,RCB,MI,MI,field,RCB,43,0,"MA Chidambaram Stadium, Chepauk",Chennai,Qualifier 2
245,2011,CSK,RCB,CSK,bat,CSK,58,0,"MA Chidambaram Stadium, Chepauk",Chennai,Final
