id,season,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,venue,city,stage
722,2019,PBKS,DC,DC,field,DC,0,5,Arun Jaitley Stadium,Delhi,Unknown
723,2019,KKR,SRH,SRH,field,SRH,0,9,Rajiv Gandhi International Stadium,Hyderabad,Unknown
724,2019,RCB,CSK,CSK,field,RCB,1,0,M.Chinnaswamy Stadium,Bengaluru,Unknown
725,2019,RR,DC,DC,field,DC,0,6,Sawai Mansingh Stadium,Jaipur,Unknown
726,2019,SRH,CSK,CSK,field,CSK,0,6,MA Chidambaram Stadium,Chennai,Unknown
727,2019,RCB,PBKS,PBKS,field,RCB,17,0,M.Chinnaswamy Stadium,Bengaluru,Unknown
728,2019,KKR,RR,RR,field,RR,0,3,Eden Gardens,Kolkata,Unknown
729,2019,MI,CSK,CSK,field,MI,46,0,MA Chidambaram Stadium,Chennai,Unknown
730,2019,SRH,RR,RR,field,RR,0,7,Sawai Mansingh Stadium,Jaipur,Unknown
731,2019,DC,RCB,DC,bat,DC,16,0,Arun Jaitley Stadium,Delhi,Unknown
732,2019,KKR,MI,MI,field,KKR,34,0,Eden Gardens,Kolkata,Unknown
733,2019,SRH,PBKS,PBKS,field,SRH,45,0,Rajiv Gandhi International Stadium,Hyderabad,Unknown
734,2019,CSK,DC,DC,field,CSK,80,0,MA Chidambaram Stadium,Chennai,Unknown
735,2019,PBKS,KKR,KKR,field,KKR,0,7,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Unknown
736,2019,RR,DC,RR,bat,DC,0,5,Arun Jaitley Stadium,Delhi,Unknown
737,2019,SRH,RCB,RCB,field,RCB,0,4,M.Chinnaswamy Stadium,Bengaluru,Unknown
738,2019,CSK,PBKS,PBKS,field,PBKS,0,6,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Unknown
739,2019,KKR,MI,MI,field,MI,0,9,Wankhede Stadium,Mumbai,Unknown
740,2019,CSK,MI,CSK,bat,MI,0,6,MA Chidambaram Stadium,Chennai,Qualifier 1
741,2019,SRH,DC,DC,field,DC,0,2,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Eliminator
742,2019,DC,CSK,CSK,field,CSK,0,6,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Qualifier 2
743,2019,MI,CSK,MI,bat,MI,1,0,Rajiv Gandhi International Stadium,Hyderabad,Final
744,2020,MI,CSK,CSK,field,CSK,0,5,Sheikh Zayed Stadium,Abu Dhabi,Unknown
745,2020,RCB,SRH,SRH,field,RCB,10,0,Dubai International Cricket Stadium,Unknown,Unknown
746,2020,RR,CSK,CSK,field,RR,16,0,Sharjah Cricket Stadium,Unknown,Unknown
747,2020,MI,KKR,KKR,field,MI,49,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
748,2020,PBKS,RCB,RCB,field,PBKS,97,0,Dubai International Cricket Stadium,Unknown,Unknown
749,2020,DC,CSK,CSK,field,DC,44,0,Dubai International Cricket Stadium,Unknown,Unknown
750,2020,SRH,KKR,SRH,bat,KKR,0,7,Sheikh Zayed Stadium,Abu Dhabi,Unknown
751,2020,PBKS,RR,RR,field,RR,0,4,Sharjah Cricket Stadium,Unknown,Unknown
752,2020,SRH,DC,DC,field,SRH,15,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
753,2020,KKR,RR,RR,field,KKR,37,0,Dubai International Cricket Stadium,Unknown,Unknown
754,2020,MI,PBKS,PBKS,field,MI,48,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
755,2020,SRH,CSK,SRH,bat,SRH,7,0,Dubai International Cricket Stadium,Unknown,Unknown
756,2020,RR,RCB,RR,bat,RCB,0,8,Sheikh Zayed Stadium,Abu Dhabi,Unknown
757,2020,DC,KKR,KKR,field,DC,18,0,Sharjah Cricket Stadium,Unknown,Unknown
758,2020,PBKS,CSK,PBKS,bat,CSK,0,10,Dubai International Cricket Stadium,Unknown,Unknown
759,2020,MI,SRH,MI,bat,MI,34,0,Sharjah Cricket Stadium,Unknown,Unknown
760,2020,DC,RCB,RCB,field,DC,59,0,Dubai International Cricket Stadium,Unknown,Unknown
761,2020,MI,RR,MI,bat,MI,57,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
762,2020,KKR,CSK,KKR,bat,KKR,10,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
763,2020,SRH,PBKS,SRH,bat,SRH,69,0,Dubai International Cricket Stadium,Unknown,Unknown
764,2020,DC,RR,RR,field,DC,46,0,Sharjah Cricket Stadium,Unknown,Unknown
765,2020,KKR,PBKS,KKR,bat,KKR,2,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
766,2020,RCB,CSK,RCB,bat,RCB,37,0,Dubai International Cricket Stadium,Unknown,Unknown
767,2020,SRH,RR,SRH,bat,RR,0,5,Dubai International Cricket Stadium,Unknown,Unknown
768,2020,DC,MI,DC,bat,MI,0,5,Sheikh Zayed Stadium,Abu Dhabi,Unknown
769,2020,RCB,KKR,RCB,bat,RCB,82,0,Sharjah Cricket Stadium,Unknown,Unknown
770,2020,CSK,SRH,CSK,bat,CSK,20,0,Dubai International Cricket Stadium,Unknown,Unknown
771,2020,DC,RR,DC,bat,DC,13,0,Dubai International Cricket Stadium,Unknown,Unknown
772,2020,RCB,PBKS,RCB,bat,PBKS,0,8,Sharjah Cricket Stadium,Unknown,Unknown
773,2020,KKR,MI,KKR,bat,MI,0,8,Sheikh Zayed Stadium,Abu Dhabi,Unknown
774,2020,CSK,DC,CSK,bat,DC,0,5,Sharjah Cricket Stadium,Unknown,Unknown
775,2020,RR,RCB,RR,bat,RCB,0,7,Dubai International Cricket Stadium,Unknown,Unknown
776,2020,CSK,RR,CSK,bat,RR,0,7,Sheikh Zayed Stadium,Abu Dhabi,Unknown
777,2020,DC,PBKS,DC,bat,PBKS,0,5,Dubai International Cricket Stadium,Unknown,Unknown
778,2020,KKR,RCB,KKR,bat,RCB,0,8,Sheikh Zayed Stadium,Abu Dhabi,Unknown
779,2020,RR,SRH,SRH,field,SRH,0,8,Dubai International Cricket Stadium,Unknown,Unknown
780,2020,CSK,MI,MI,field,MI,0,10,Sharjah Cricket Stadium,Unknown,Unknown
781,2020,KKR,DC,DC,field,KKR,59,0,Sheikh Zayed Stadium,Abu Dhabi,Unknown
782,2020,PBKS,SRH,SRH,field,PBKS,12,0,Dubai International Cricket Stadium,Unknown,Unknown
783,2020,MI,RR,MI,bat,RR,0,8,Sheikh Zayed Stadium,Abu Dhabi,Unknown
784,2020,RCB,CSK,RCB,bat,CSK,0,8,Dubai International Cricket Stadium,Unknown,Unknown
785,2020,KKR,PBKS,PBKS,field,PBKS,0,8,Sharjah Cricket Stadium,Unknown,Unknown
786,2020,SRH,DC,DC,field,SRH,88,0,Dubai International Cricket Stadium,Unknown,Unknown
787,2020,RCB,MI,MI,field,MI,0,5,Sheikh Zayed Stadium,Abu Dhabi,Unknown
788,2020,KKR,CSK,CSK,field,CSK,0,6,Dubai International Cricket Stadium,Unknown,Unknown
789,2020,PBKS,RR,RR,field,RR,0,7,Sheikh Zayed Stadium,Abu Dhabi,Unknown
790,2020,RCB,SRH,SRH,field,SRH,0,5,Sharjah Cricket Stadium,Unknown,Unknown
791,2020,DC,MI,MI,field,MI,0,9,Dubai International Cricket Stadium,Unknown,Unknown
792,2020,PBKS,CSK,CSK,field,CSK,0,9,Sheikh Zayed Stadium,Abu Dhabi,Unknown
793,2020,KKR,RR,RR,field,KKR,60,0,Dubai International Cricket Stadium,Unknown,Unknown
794,2020,RCB,DC,DC,field,DC,0,6,Sheikh Zayed Stadium,Abu Dhabi,Unknown
795,2020,MI,SRH,SRH,field,SRH,0,10,Sharjah Cricket Stadium,Unknown,Unknown
796,2020,MI,DC,DC,field,MI,57,0,Dubai International Cricket Stadium,Unknown,Qualifier 1
797,2020,RCB,SRH,SRH,field,SRH,0,6,Sheikh Zayed Stadium,Abu Dhabi,Eliminator
798,2020,DC,SRH,DC,bat,DC,17,0,Sheikh Zayed Stadium,Abu Dhabi,Qualifier 2
799,2020,DC,MI,DC,bat,MI,0,5,Dubai International Cricket Stadium,Unknown,Final
800,2021,MI,RCB,RCB,field,RCB,0,2,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
801,2021,CSK,DC,DC,field,DC,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
802,2021,KKR,SRH,SRH,field,KKR,10,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
803,2021,PBKS,RR,RR,field,PBKS,4,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
804,2021,MI,KKR,KKR,field,MI,10,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
805,2021,RCB,SRH,SRH,field,RCB,6,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
806,2021,DC,RR,RR,field,RR,0,3,"Wankhede Stadium, Mumbai",Mumbai,Unknown
807,2021,PBKS,CSK,CSK,field,CSK,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
808,2021,MI,SRH,MI,bat,MI,13,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
809,2021,RCB,KKR,RCB,bat,RCB,38,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
810,2021,PBKS,DC,DC,field,DC,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
811,2021,CSK,RR,RR,field,CSK,45,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
812,2021,MI,DC,MI,bat,DC,0,6,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
813,2021,PBKS,SRH,PBKS,bat,SRH,0,9,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
814,2021,CSK,KKR,KKR,field,CSK,18,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
815,2021,RR,RCB,RCB,field,RCB,0,10,"Wankhede Stadium, Mumbai",Mumbai,Unknown
816,2021,MI,PBKS,PBKS,field,PBKS,0,9,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
817,2021,KKR,RR,RR,field,RR,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
818,2021,CSK,RCB,CSK,bat,CSK,69,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
819,2021,PBKS,KKR,KKR,field,KKR,0,5,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
820,2021,RCB,DC,DC,field,RCB,1,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
821,2021,SRH,CSK,SRH,bat,CSK,0,7,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
822,2021,RR,MI,MI,field,MI,0,7,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
823,2021,KKR,DC,DC,field,DC,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
824,2021,PBKS,RCB,RCB,field,PBKS,34,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
825,2021,CSK,MI,MI,field,MI,0,4,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
826,2021,RR,SRH,SRH,field,RR,55,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
827,2021,PBKS,DC,DC,field,DC,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
828,2021,CSK,MI,CSK,bat,CSK,20,0,Dubai International Cricket Stadium,Dubai,Unknown
829,2021,RCB,KKR,RCB,bat,KKR,0,9,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
830,2021,RR,PBKS,PBKS,field,RR,2,0,Dubai International Cricket Stadium,Dubai,Unknown
831,2021,SRH,DC,SRH,bat,DC,0,8,Dubai International Cricket Stadium,Dubai,Unknown
832,2021,MI,KKR,KKR,field,KKR,0,7,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
833,2021,RCB,CSK,CSK,field,CSK,0,6,Sharjah Cricket Stadium,Sharjah,Unknown
834,2021,DC,RR,RR,field,DC,33,0,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
835,2021,PBKS,SRH,SRH,field,PBKS,5,0,Sharjah Cricket Stadium,Sharjah,Unknown
836,2021,KKR,CSK,KKR,bat,CSK,0,2,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
837,2021,RCB,MI,MI,field,RCB,54,0,Dubai International Cricket Stadium,Dubai,Unknown
838,2021,RR,SRH,RR,bat,SRH,0,7,Dubai International Cricket Stadium,Dubai,Unknown
839,2021,DC,KKR,KKR,field,KKR,0,3,Sharjah Cricket Stadium,Sharjah,Unknown
840,2021,PBKS,MI,MI,field,MI,0,6,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
841,2021,RR,RCB,RCB,field,RCB,0,7,Dubai International Cricket Stadium,Dubai,Unknown
842,2021,SRH,CSK,CSK,field,CSK,0,6,Sharjah Cricket Stadium,Sharjah,Unknown
843,2021,KKR,PBKS,PBKS,field,PBKS,0,5,Dubai International Cricket Stadium,Dubai,Unknown
844,2021,CSK,RR,RR,field,RR,0,7,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
845,2021,MI,DC,DC,field,DC,0,4,Sharjah Cricket Stadium,Sharjah,Unknown
846,2021,RCB,PBKS,RCB,bat,RCB,6,0,Sharjah Cricket Stadium,Sharjah,Unknown
847,2021,SRH,KKR,SRH,bat,KKR,0,6,Dubai International Cricket Stadium,Dubai,Unknown
848,2021,CSK,DC,DC,field,DC,0,3,Dubai International Cricket Stadium,Dubai,Unknown
849,2021,RR,MI,MI,field,MI,0,8,Sharjah Cricket Stadium,Sharjah,Unknown
850,2021,SRH,RCB,RCB,field,SRH,4,0,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
851,2021,CSK,PBKS,PBKS,field,PBKS,0,6,Dubai International Cricket Stadium,Dubai,Unknown
852,2021,KKR,RR,RR,field,KKR,86,0,Sharjah Cricket Stadium,Sharjah,Unknown
853,2021,MI,SRH,MI,bat,MI,42,0,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Unknown
854,2021,DC,RCB,RCB,field,RCB,0,7,Dubai International Cricket Stadium,Dubai,Unknown
855,2021,DC,CSK,CSK,field,CSK,0,4,Dubai International Cricket Stadium,Dubai,Qualifier 1
856,2021,RCB,KKR,RCB,bat,KKR,0,4,Sharjah Cricket Stadium,Sharjah,Eliminator
857,2021,DC,KKR,KKR,field,KKR,0,3,Sharjah Cricket Stadium,Sharjah,Qualifier 2
858,2021,CSK,KKR,KKR,field,CSK,27,0,Dubai International Cricket Stadium,Dubai,Final
859,2022,CSK,KKR,KKR,field,KKR,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
860,2022,MI,DC,DC,field,DC,0,4,"Brabourne Stadium, Mumbai",Mumbai,Unknown
861,2022,RCB,PBKS,PBKS,field,PBKS,0,5,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
862,2022,LSG,GT,GT,field,GT,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
863,2022,RR,SRH,SRH,field,RR,61,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
864,2022,KKR,RCB,RCB,field,RCB,0,3,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
865,2022,CSK,LSG,LSG,field,LSG,0,6,"Brabourne Stadium, Mumbai",Mumbai,Unknown
866,2022,PBKS,KKR,KKR,field,KKR,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
867,2022,RR,MI,MI,field,RR,23,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
868,2022,GT,DC,DC,field,GT,14,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
869,2022,PBKS,CSK,CSK,field,PBKS,54,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
870,2022,LSG,SRH,SRH,field,LSG,12,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
871,2022,RR,RCB,RCB,field,RCB,0,4,"Wankhede Stadium, Mumbai",Mumbai,Unknown
872,2022,MI,KKR,KKR,field,KKR,0,5,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
873,2022,DC,LSG,LSG,field,LSG,0,6,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
874,2022,PBKS,GT,GT,field,GT,0,6,"Brabourne Stadium, Mumbai",Mumbai,Unknown
875,2022,CSK,SRH,SRH,field,SRH,0,8,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
876,2022,MI,RCB,RCB,field,RCB,0,7,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
877,2022,DC,KKR,KKR,field,DC,44,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
878,2022,RR,LSG,LSG,field,RR,3,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
879,2022,GT,SRH,SRH,field,SRH,0,8,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
880,2022,CSK,RCB,RCB,field,CSK,23,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
881,2022,PBKS,MI,MI,field,PBKS,12,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
882,2022,GT,RR,RR,field,GT,37,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
883,2022,KKR,SRH,SRH,field,SRH,0,7,"Brabourne Stadium, Mumbai",Mumbai,Unknown
884,2022,LSG,MI,MI,field,LSG,18,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
885,2022,RCB,DC,DC,field,RCB,16,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
886,2022,PBKS,SRH,SRH,field,SRH,0,7,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
887,2022,CSK,GT,GT,field,GT,0,3,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
888,2022,RR,KKR,KKR,field,RR,7,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
889,2022,RCB,LSG,LSG,field,RCB,18,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai,Unknown
890,2022,PBKS,DC,DC,field,DC,0,9,"Brabourne Stadium, Mumbai",Mumbai,Unknown
891,2022,MI,CSK,CSK,field,CSK,0,3,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
892,2022,RR,DC,DC,field,RR,15,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
893,2022,GT,KKR,GT,bat,GT,8,0,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
894,2022,RCB,SRH,SRH,field,SRH,0,9,"Brabourne Stadium, Mumbai",Mumbai,Unknown
895,2022,LSG,MI,MI,field,LSG,36,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
896,2022,PBKS,CSK,CSK,field,PBKS,11,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
897,2022,RR,RCB,RCB,field,RR,29,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
898,2022,SRH,GT,GT,field,GT,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
899,2022,KKR,DC,DC,field,DC,0,4,"Wankhede Stadium, Mumbai",Mumbai,Unknown
900,2022,LSG,PBKS,PBKS,field,LSG,20,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
901,2022,RCB,GT,RCB,bat,GT,0,6,"Brabourne Stadium, Mumbai",Mumbai,Unknown
902,2022,RR,MI,MI,field,MI,0,5,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
903,2022,LSG,DC,LSG,bat,LSG,6,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
904,2022,CSK,SRH,SRH,field,CSK,13,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
905,2022,RR,KKR,KKR,field,KKR,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
906,2022,GT,PBKS,GT,bat,PBKS,0,8,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
907,2022,RCB,CSK,CSK,field,RCB,13,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
908,2022,DC,SRH,SRH,field,DC,21,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
909,2022,MI,GT,GT,field,MI,5,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
910,2022,PBKS,RR,PBKS,bat,RR,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
911,2022,LSG,KKR,KKR,field,LSG,75,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
912,2022,RCB,SRH,RCB,bat,RCB,67,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
913,2022,CSK,DC,DC,field,CSK,91,0,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
914,2022,KKR,MI,MI,field,KKR,52,0,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
915,2022,GT,LSG,GT,bat,GT,62,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
916,2022,RR,DC,DC,field,DC,0,8,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
917,2022,CSK,MI,MI,field,MI,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
918,2022,PBKS,RCB,RCB,field,PBKS,54,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
919,2022,KKR,SRH,KKR,bat,KKR,54,0,"Maharashtra Cricket Association Stadium, Pune",Pune,Unknown
920,2022,CSK,GT,CSK,bat,GT,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
921,2022,RR,LSG,RR,bat,RR,24,0,"Brabourne Stadium, Mumbai",Mumbai,Unknown
922,2022,DC,PBKS,PBKS,field,DC,17,0,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
923,2022,SRH,MI,MI,field,SRH,3,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
924,2022,LSG,KKR,LSG,bat,LSG,2,0,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,Unknown
925,2022,GT,RCB,GT,bat,RCB,0,8,"Wankhede Stadium, Mumbai",Mumbai,Unknown
926,2022,CSK,RR,CSK,bat,RR,0,5,"Brabourne Stadium, Mumbai",Mumbai,Unknown
927,2022,DC,MI,MI,field,MI,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
928,2022,SRH,PBKS,SRH,bat,PBKS,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
929,2022,RR,GT,GT,field,GT,0,7,"Eden Gardens, Kolkata",Kolkata,Qualifier 1
930,2022,RCB,LSG,LSG,field,RCB,14,0,"Eden Gardens, Kolkata",Kolkata,Eliminator
931,2022,RCB,RR,RR,field,RR,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Qualifier 2
932,2022,RR,GT,RR,bat,GT,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Final
933,2023,CSK,GT,GT,field,GT,0,5,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
934,2023,PBKS,KKR,KKR,field,PBKS,7,0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,Unknown
935,2023,LSG,DC,DC,field,LSG,50,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
936,2023,RR,SRH,SRH,field,RR,72,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
937,2023,MI,RCB,RCB,field,RCB,0,8,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
938,2023,CSK,LSG,LSG,field,CSK,12,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
939,2023,DC,GT,GT,field,GT,0,6,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
940,2023,PBKS,RR,RR,field,PBKS,5,0,"Barsapara Cricket Stadium, Guwahati",Guwahati,Unknown
941,2023,KKR,RCB,RCB,field,KKR,81,0,"Eden Gardens, Kolkata",Kolkata,Unknown
942,2023,SRH,LSG,SRH,bat,LSG,0,5,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
943,2023,RR,DC,DC,field,RR,57,0,"Barsapara Cricket Stadium, Guwahati",Guwahati,Unknown
944,2023,MI,CSK,CSK,field,CSK,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
945,2023,GT,KKR,GT,bat,KKR,0,3,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
946,2023,PBKS,SRH,SRH,field,SRH,0,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
947,2023,RCB,LSG,LSG,field,LSG,0,1,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
