id,season,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,venue,city,stage
948,2023,DC,MI,MI,field,MI,0,6,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
949,2023,RR,CSK,CSK,field,RR,3,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
950,2023,PBKS,GT,GT,field,GT,0,6,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,Unknown
951,2023,SRH,KKR,KKR,field,SRH,23,0,"Eden Gardens, Kolkata",Kolkata,Unknown
952,2023,RCB,DC,DC,field,RCB,23,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
953,2023,LSG,PBKS,PBKS,field,PBKS,0,2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
954,2023,KKR,MI,MI,field,MI,0,5,"Wankhede Stadium, Mumbai",Mumbai,Unknown
955,2023,GT,RR,RR,field,RR,0,3,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
956,2023,CSK,RCB,RCB,field,CSK,8,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
957,2023,MI,SRH,SRH,field,MI,14,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
958,2023,LSG,RR,RR,field,LSG,10,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
959,2023,RCB,PBKS,PBKS,field,RCB,24,0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,Unknown
960,2023,KKR,DC,DC,field,DC,0,4,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
961,2023,SRH,CSK,CSK,field,CSK,0,7,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
962,2023,GT,LSG,GT,bat,GT,7,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
963,2023,PBKS,MI,MI,field,PBKS,13,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
964,2023,RCB,RR,RR,field,RCB,7,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
965,2023,CSK,KKR,KKR,field,CSK,49,0,"Eden Gardens, Kolkata",Kolkata,Unknown
966,2023,DC,SRH,DC,bat,DC,7,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
967,2023,GT,MI,MI,field,GT,55,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
968,2023,KKR,RCB,RCB,field,KKR,21,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
969,2023,RR,CSK,RR,bat,RR,32,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
970,2023,LSG,PBKS,PBKS,field,LSG,56,0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,Unknown
971,2023,KKR,GT,GT,field,GT,0,7,"Eden Gardens, Kolkata",Kolkata,Unknown
972,2023,SRH,DC,SRH,bat,SRH,9,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
973,2023,CSK,PBKS,CSK,bat,PBKS,0,4,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
974,2023,RR,MI,RR,bat,MI,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
975,2023,RCB,LSG,RCB,bat,RCB,18,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
976,2023,DC,GT,DC,bat,DC,5,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
977,2023,PBKS,MI,MI,field,MI,0,6,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,Unknown
978,2023,KKR,SRH,KKR,bat,KKR,5,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
979,2023,RR,GT,RR,bat,GT,0,9,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
980,2023,MI,CSK,CSK,field,CSK,0,6,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
981,2023,RCB,DC,RCB,bat,DC,0,7,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
982,2023,GT,LSG,LSG,field,GT,56,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
983,2023,RR,SRH,RR,bat,SRH,0,4,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
984,2023,PBKS,KKR,PBKS,bat,KKR,0,5,"Eden Gardens, Kolkata",Kolkata,Unknown
985,2023,RCB,MI,MI,field,MI,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
986,2023,CSK,DC,CSK,bat,CSK,27,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
987,2023,KKR,RR,RR,field,RR,0,9,"Eden Gardens, Kolkata",Kolkata,Unknown
988,2023,MI,GT,GT,field,MI,27,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
989,2023,SRH,LSG,SRH,bat,LSG,0,7,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
990,2023,PBKS,DC,DC,field,PBKS,31,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
991,2023,RCB,RR,RCB,bat,RCB,112,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
992,2023,CSK,KKR,CSK,bat,KKR,0,6,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
993,2023,GT,SRH,SRH,field,GT,34,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
994,2023,LSG,MI,MI,field,LSG,5,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
995,2023,DC,PBKS,PBKS,field,DC,15,0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Unknown
996,2023,SRH,RCB,RCB,field,RCB,0,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
997,2023,PBKS,RR,RR,field,RR,0,4,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Unknown
998,2023,CSK,DC,CSK,bat,CSK,77,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
999,2023,LSG,KKR,KKR,field,LSG,1,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1000,2023,SRH,MI,MI,field,MI,0,8,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1001,2023,RCB,GT,GT,field,GT,0,6,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1002,2023,CSK,GT,GT,field,CSK,15,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Qualifier 1
1003,2023,MI,LSG,MI,bat,MI,81,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Eliminator
1004,2023,GT,MI,MI,field,GT,62,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Qualifier 2
1005,2023,GT,CSK,CSK,field,CSK,0,5,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Final
1006,2024,RCB,CSK,RCB,bat,CSK,0,6,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1007,2024,DC,PBKS,PBKS,field,PBKS,0,4,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1008,2024,KKR,SRH,SRH,field,KKR,4,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1009,2024,RR,LSG,RR,bat,RR,20,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1010,2024,GT,MI,MI,field,GT,6,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1011,2024,PBKS,RCB,RCB,field,RCB,0,4,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1012,2024,CSK,GT,GT,field,CSK,63,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1013,2024,SRH,MI,MI,field,SRH,31,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1014,2024,RR,DC,DC,field,RR,12,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1015,2024,RCB,KKR,KKR,field,KKR,0,7,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1016,2024,LSG,PBKS,LSG,bat,LSG,21,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1017,2024,SRH,GT,SRH,bat,GT,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1018,2024,DC,CSK,DC,bat,DC,20,0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Unknown
1019,2024,MI,RR,RR,field,RR,0,6,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1020,2024,LSG,RCB,RCB,field,LSG,28,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1021,2024,KKR,DC,KKR,bat,KKR,106,0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Unknown
1022,2024,GT,PBKS,PBKS,field,PBKS,0,3,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1023,2024,CSK,SRH,SRH,field,SRH,0,6,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1024,2024,RCB,RR,RR,field,RR,0,6,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1025,2024,MI,DC,DC,field,MI,29,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1026,2024,LSG,GT,LSG,bat,LSG,33,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1027,2024,KKR,CSK,CSK,field,CSK,0,7,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1028,2024,SRH,PBKS,PBKS,field,SRH,2,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1029,2024,RR,GT,GT,field,GT,0,3,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1030,2024,RCB,MI,MI,field,MI,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1031,2024,LSG,DC,LSG,bat,DC,0,6,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1032,2024,PBKS,RR,RR,field,RR,0,3,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1033,2024,LSG,KKR,KKR,field,KKR,0,8,"Eden Gardens, Kolkata",Kolkata,Unknown
1034,2024,CSK,MI,MI,field,CSK,20,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1035,2024,SRH,RCB,RCB,field,SRH,25,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1036,2024,KKR,RR,RR,field,RR,0,2,"Eden Gardens, Kolkata",Kolkata,Unknown
1037,2024,GT,DC,DC,field,DC,0,6,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1038,2024,MI,PBKS,PBKS,field,MI,9,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1039,2024,CSK,LSG,LSG,field,LSG,0,8,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1040,2024,SRH,DC,DC,field,SRH,67,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1041,2024,KKR,RCB,RCB,field,KKR,1,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1042,2024,PBKS,GT,PBKS,bat,GT,0,3,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1043,2024,MI,RR,MI,bat,RR,0,9,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1044,2024,CSK,LSG,LSG,field,LSG,0,6,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1045,2024,DC,GT,GT,field,DC,4,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1046,2024,RCB,SRH,RCB,bat,RCB,35,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1047,2024,KKR,PBKS,PBKS,field,PBKS,0,8,"Eden Gardens, Kolkata",Kolkata,Unknown
1048,2024,DC,MI,MI,field,DC,10,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1049,2024,LSG,RR,RR,field,RR,0,7,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1050,2024,GT,RCB,RCB,field,RCB,0,9,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1051,2024,CSK,SRH,SRH,field,CSK,78,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1052,2024,DC,KKR,DC,bat,KKR,0,7,"Eden Gardens, Kolkata",Kolkata,Unknown
1053,2024,MI,LSG,LSG,field,LSG,0,4,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1054,2024,CSK,PBKS,PBKS,field,PBKS,0,7,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1055,2024,SRH,RR,SRH,bat,SRH,1,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1056,2024,KKR,MI,MI,field,KKR,24,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1057,2024,GT,RCB,RCB,field,RCB,0,4,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1058,2024,CSK,PBKS,PBKS,field,CSK,28,0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Unknown
1059,2024,KKR,LSG,LSG,field,KKR,98,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1060,2024,SRH,MI,MI,field,MI,0,7,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1061,2024,DC,RR,RR,field,DC,20,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1062,2024,LSG,SRH,LSG,bat,SRH,0,10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1063,2024,RCB,PBKS,PBKS,field,RCB,60,0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Unknown
1064,2024,GT,CSK,CSK,field,GT,35,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1065,2024,KKR,MI,MI,field,KKR,18,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1066,2024,RR,CSK,RR,bat,CSK,0,5,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1067,2024,RCB,DC,DC,field,RCB,47,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1068,2024,DC,LSG,LSG,field,DC,19,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1069,2024,RR,PBKS,RR,bat,PBKS,0,5,"Barsapara Cricket Stadium, Guwahati",Guwahati,Unknown
1070,2024,LSG,MI,MI,field,LSG,18,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1071,2024,RCB,CSK,CSK,field,RCB,27,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1072,2024,PBKS,SRH,PBKS,bat,SRH,0,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1073,2024,SRH,KKR,SRH,bat,KKR,0,8,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Qualifier 1
1074,2024,RCB,RR,RR,field,RR,0,4,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Eliminator
1075,2024,SRH,RR,RR,field,SRH,36,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Qualifier 2
1076,2024,SRH,KKR,SRH,bat,KKR,0,8,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Final
1077,2025,KKR,RCB,RCB,field,RCB,0,7,"Eden Gardens, Kolkata",Kolkata,Unknown
1078,2025,SRH,RR,RR,field,SRH,44,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1079,2025,MI,CSK,CSK,field,CSK,0,4,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1080,2025,LSG,DC,DC,field,DC,0,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Unknown
1081,2025,PBKS,GT,GT,field,PBKS,11,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1082,2025,RR,KKR,KKR,field,KKR,0,8,"Barsapara Cricket Stadium, Guwahati",Guwahati,Unknown
1083,2025,SRH,LSG,LSG,field,LSG,0,5,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1084,2025,RCB,CSK,CSK,field,RCB,50,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1085,2025,GT,MI,MI,field,GT,36,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1086,2025,SRH,DC,SRH,bat,DC,0,7,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Unknown
1087,2025,RR,CSK,CSK,field,RR,6,0,"Barsapara Cricket Stadium, Guwahati",Guwahati,Unknown
1088,2025,KKR,MI,MI,field,MI,0,8,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1089,2025,LSG,PBKS,PBKS,field,PBKS,0,8,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1090,2025,RCB,GT,GT,field,GT,0,8,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1091,2025,KKR,SRH,SRH,field,KKR,80,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1092,2025,LSG,MI,MI,field,LSG,12,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1093,2025,DC,CSK,DC,bat,DC,25,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1094,2025,RR,PBKS,PBKS,field,RR,50,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1095,2025,SRH,GT,GT,field,GT,0,7,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1096,2025,RCB,MI,MI,field,RCB,12,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1097,2025,LSG,KKR,KKR,field,LSG,4,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1098,2025,PBKS,CSK,PBKS,bat,PBKS,18,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1099,2025,GT,RR,RR,field,GT,58,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1100,2025,RCB,DC,DC,field,DC,0,6,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1101,2025,CSK,KKR,KKR,field,KKR,0,8,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1102,2025,GT,LSG,LSG,field,LSG,0,6,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1103,2025,PBKS,SRH,PBKS,bat,SRH,0,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1104,2025,RR,RCB,RCB,field,RCB,0,9,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1105,2025,MI,DC,DC,field,MI,12,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1106,2025,LSG,CSK,CSK,field,CSK,0,5,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1107,2025,PBKS,KKR,PBKS,bat,PBKS,16,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1108,2025,SRH,MI,MI,field,MI,0,4,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1109,2025,RCB,PBKS,PBKS,field,PBKS,0,5,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1110,2025,DC,GT,GT,field,GT,0,7,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1111,2025,LSG,RR,LSG,bat,LSG,2,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1112,2025,PBKS,RCB,RCB,field,RCB,0,7,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,Unknown
1113,2025,CSK,MI,MI,field,MI,0,9,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1114,2025,GT,KKR,KKR,field,GT,39,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1115,2025,LSG,DC,DC,field,DC,0,8,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1116,2025,SRH,MI,MI,field,MI,0,7,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Unknown
1117,2025,RCB,RR,RR,field,RCB,11,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1118,2025,CSK,SRH,SRH,field,SRH,0,5,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1119,2025,MI,LSG,LSG,field,MI,54,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1120,2025,DC,RCB,RCB,field,RCB,0,6,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1121,2025,GT,RR,RR,field,RR,0,8,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1122,2025,KKR,DC,DC,field,KKR,14,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1123,2025,CSK,PBKS,PBKS,field,PBKS,0,4,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Unknown
1124,2025,MI,RR,RR,field,MI,100,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1125,2025,GT,SRH,SRH,field,GT,38,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1126,2025,RCB,CSK,CSK,field,RCB,2,0,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Unknown
1127,2025,KKR,RR,KKR,bat,KKR,1,0,"Eden Gardens, Kolkata",Kolkata,Unknown
1128,2025,PBKS,LSG,LSG,field,PBKS,37,0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Unknown
1129,2025,MI,GT,GT,field,GT,0,3,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1130,2025,KKR,CSK,KKR,bat,CSK,0,2,"Eden Gardens, Kolkata",Kolkata,Unknown
1131,2025,PBKS,RR,PBKS,bat,PBKS,10,0,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1132,2025,DC,GT,GT,field,GT,0,10,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1133,2025,LSG,SRH,SRH,field,SRH,0,6,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1134,2025,CSK,RR,RR,field,RR,0,6,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1135,2025,MI,DC,DC,field,MI,59,0,"Wankhede Stadium, Mumbai",Mumbai,Unknown
1136,2025,LSG,GT,GT,field,LSG,33,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1137,2025,SRH,RCB,RCB,field,SRH,42,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1138,2025,PBKS,DC,DC,field,DC,0,6,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1139,2025,CSK,GT,CSK,bat,CSK,83,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Unknown
1140,2025,SRH,KKR,SRH,bat,SRH,110,0,"Arun Jaitley Stadium, Delhi",Delhi,Unknown
1141,2025,MI,PBKS,PBKS,field,PBKS,0,7,"Sawai Mansingh Stadium, Jaipur",Jaipur,Unknown
1142,2025,LSG,RCB,RCB,field,RCB,0,6,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Unknown
1143,2025,PBKS,RCB,RCB,field,RCB,0,8,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,Qualifier 1
1144,2025,MI,GT,MI,bat,MI,20,0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,Eliminator
1145,2025,MI,PBKS,PBKS,field,PBKS,0,5,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Qualifier 2
1146,2025,RCB,PBKS,PBKS,field,RCB,6,0,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Final
